input_desc,predicted_desc,source_file,target_desc,correct
"cabbage, common (danish, domestic, and pointed types), cooked, boiled, drained, with salt","cabbage, common (danish, domestic, and pointed types), cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"cabbage, red, raw","cabbage, red, raw",food_matches_1to200.txt,"cabbage, red, raw",True
"cabbage, red, cooked, boiled, drained, without salt","cabbage, red, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"cabbage, red, cooked, boiled, drained, with salt","cabbage, red, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"brussels sprouts, raw","brussels sprouts, raw",food_matches_1to200.txt,"brussels sprouts, raw",True
"brussels sprouts, cooked, boiled, drained, without salt","brussels sprouts, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"brussels sprouts, cooked, boiled, drained, with salt","brussels sprouts, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"brussels sprouts, frozen, cooked, boiled, drained, with salt","brussels sprouts, frozen, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"cauliflower, cooked, boiled, drained, without salt","cauliflower, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"cauliflower, cooked, boiled, drained, with salt","cauliflower, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"cauliflower, frozen, cooked, boiled, drained, with salt","cauliflower, frozen, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"asparagus, raw","asparagus, raw",food_matches_1to200.txt,"asparagus, raw",True
"asparagus, cooked, boiled, drained","asparagus, cooked, boiled, drained",food_matches_1to200.txt,,False
"asparagus, frozen, cooked, boiled, drained, without salt","asparagus, frozen, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"asparagus, frozen, cooked, boiled, drained, with salt","asparagus, frozen, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"asparagus, canned, drained solids","asparagus, canned, drained solids",food_matches_1to200.txt,,False
"artichokes, (globe or french), raw","artichokes, (globe or french), raw",food_matches_1to200.txt,,False
"artichokes, (globe or french), cooked, boiled, drained, without salt","artichokes, (globe or french), cooked, boiled, drained, without salt",food_matches_1to200.txt,"artichokes, (globe or french), cooked, boiled, drained, without salt",True
"artichokes, (globe or french), cooked, boiled, drained, with salt","artichokes, (globe or french), cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"artichokes, (globe or french), frozen, cooked, boiled, drained, without salt","artichokes, (globe or french), frozen, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"artichokes, (globe or french), frozen, cooked, boiled, drained, with salt","artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"avocados, raw, california","avocados, raw, california",food_matches_1to200.txt,,False
"avocados, raw, florida","avocados, raw, florida",food_matches_1to200.txt,,False
"olives, ripe, canned (small-extra large)","olives, ripe, canned (small-extra large)",food_matches_1to200.txt,"olives, ripe, canned (small-extra large)",True
"olives, green, canned, pickled","olives, green, canned, pickled",food_matches_1to200.txt,,False
"pickles, cucumber, dill or kosher dill","pickles, cucumber, dill or kosher dill",food_matches_1to200.txt,"pickles, cucumber, dill or kosher dill",True
"pickles, cucumber, sweet (includes bread and butter pickles)","pickles, cucumber, sweet (includes bread and butter pickles)",food_matches_1to200.txt,"pickles, cucumber, sweet (includes bread and butter pickles)",True
"radishes, raw","radishes, raw",food_matches_1to200.txt,"radishes, raw",True
"beets, raw","beets, raw",food_matches_1to200.txt,"beets, raw",True
"beets, cooked, boiled, drained","beets, cooked, boiled, drained",food_matches_1to200.txt,,False
"beets, canned, drained solids","beets, canned, drained solids",food_matches_1to200.txt,,False
"turnips, raw","turnips, raw",food_matches_1to200.txt,,False
"turnips, cooked, boiled, drained, without salt","turnips, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"turnips, cooked, boiled, drained, with salt","turnips, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"parsnips, raw","parsnips, raw",food_matches_1to200.txt,,False
"parsnips, cooked, boiled, drained, without salt","parsnips, cooked, boiled, drained, without salt",food_matches_1to200.txt,"parsnips, cooked, boiled, drained, without salt",True
"parsnips, cooked, boiled, drained, with salt","parsnips, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"rutabagas, raw","rutabagas, raw",food_matches_1to200.txt,"rutabagas, raw",True
"rutabagas, cooked, boiled, drained, without salt","rutabagas, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"rutabagas, cooked, boiled, drained, with salt","rutabagas, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"leeks, (bulb and lower leaf-portion), raw","leeks, (bulb and lower leaf-portion), raw",food_matches_1to200.txt,,False
"leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt","leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt","leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"shallots, raw","shallots, raw",food_matches_1to200.txt,,False
"fennel, bulb, raw","fennel, bulb, raw",food_matches_1to200.txt,,False
"okra, raw","okra, raw",food_matches_1to200.txt,,False
"okra, cooked, boiled, drained, without salt","okra, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"okra, cooked, boiled, drained, with salt","okra, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"okra, frozen, cooked, boiled, drained, without salt","okra, frozen, cooked, boiled, drained, without salt",food_matches_1to200.txt,"okra, frozen, cooked, boiled, drained, without salt",True
"okra, frozen, cooked, boiled, drained, with salt","okra, frozen, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"parsley, fresh","parsley, fresh",food_matches_1to200.txt,"parsley, fresh",True
"cilantro, raw","cilantro, raw",food_matches_1to200.txt,,False
"basil, fresh","basil, fresh",food_matches_1to200.txt,"basil, fresh",True
"oregano, fresh","oregano, fresh",food_matches_1to200.txt,,False
"thyme, fresh","thyme, fresh",food_matches_1to200.txt,,False
"rosemary, fresh","rosemary, fresh",food_matches_1to200.txt,,False
"sage, ground","sage, ground",food_matches_1to200.txt,,False
"dill weed, fresh","dill weed, fresh",food_matches_1to200.txt,,False
"chives, raw","chives, raw",food_matches_1to200.txt,"chives, raw",True
"mint, fresh","mint, fresh",food_matches_1to200.txt,,False
"ginger root, raw","ginger root, raw",food_matches_1to200.txt,"ginger root, raw",True
"horseradish, prepared","horseradish, prepared",food_matches_1to200.txt,"horseradish, prepared",True
"wasabi, root, raw","wasabi, root, raw",food_matches_1to200.txt,,False
"watercress, raw","watercress, raw",food_matches_1to200.txt,"watercress, raw",True
"arugula, raw","arugula, raw",food_matches_1to200.txt,"arugula, raw",True
"endive, raw","endive, raw",food_matches_1to200.txt,,False
"bok choy (pak-choi), raw","bok choy (pak-choi), raw",food_matches_1to200.txt,,False
"bok choy (pak-choi), cooked, boiled, drained, without salt","bok choy (pak-choi), cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"bok choy (pak-choi), cooked, boiled, drained, with salt","bok choy (pak-choi), cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"swiss chard, raw","swiss chard, raw",food_matches_1to200.txt,,False
"swiss chard, cooked, boiled, drained, without salt","swiss chard, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"swiss chard, cooked, boiled, drained, with salt","swiss chard, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"collards, raw","collards, raw",food_matches_1to200.txt,"collards, raw",True
"collards, cooked, boiled, drained, without salt","collards, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"collards, cooked, boiled, drained, with salt","collards, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"mustard greens, raw","mustard greens, raw",food_matches_1to200.txt,"mustard greens, raw",True
"mustard greens, cooked, boiled, drained, without salt","mustard greens, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"mustard greens, cooked, boiled, drained, with salt","mustard greens, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"turnip greens, raw","turnip greens, raw",food_matches_1to200.txt,,False
"turnip greens, cooked, boiled, drained, without salt","turnip greens, cooked, boiled, drained, without salt",food_matches_1to200.txt,"turnip greens, cooked, boiled, drained, without salt",True
"turnip greens, cooked, boiled, drained, with salt","turnip greens, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"turnip greens, frozen, cooked, boiled, drained, without salt","turnip greens, frozen, cooked, boiled, drained, without salt",food_matches_1to200.txt,,False
"turnip greens, frozen, cooked, boiled, drained, with salt","turnip greens, frozen, cooked, boiled, drained, with salt",food_matches_1to200.txt,,False
"cheese, brie","cheese, brie",food_matches_1001_to_2000.txt,"cheese, brie",True
"cheese, muenster","cheese, muenster",food_matches_1001_to_2000.txt,"cheese, muenster",True
"cheese, cottage, creamed, large or small curd","cheese, cottage, creamed, large or small curd",food_matches_1001_to_2000.txt,"cheese, cottage, creamed, large or small curd",True
"milk, dry, nonfat, regular, with added vitamin a and vitamin d","milk, dry, nonfat, regular, with added vitamin a and vitamin d",food_matches_1001_to_2000.txt,"milk, dry, nonfat, regular, with added vitamin a and vitamin d",True
"cream, fluid, light (coffee cream or table cream)","cream, fluid, light (coffee cream or table cream)",food_matches_1001_to_2000.txt,"cream, fluid, light (coffee cream or table cream)",True
"dessert topping, semi solid, frozen","dessert topping, semi solid, frozen",food_matches_1001_to_2000.txt,"dessert topping, semi solid, frozen",True
"cheese, mexican, queso asadero","cheese, mexican, queso asadero",food_matches_1001_to_2000.txt,"cheese, mexican, queso asadero",True
"cheese, goat, semisoft type","cheese, goat, semisoft type",food_matches_1001_to_2000.txt,"cheese, goat, semisoft type",True
"milk, chocolate, lowfat, with added vitamin a and vitamin d","milk, chocolate, fluid, commercial, lowfat, with added vitamin a and vitamin d",food_matches_1001_to_2000.txt,"milk, chocolate, fluid, commercial, lowfat, with added vitamin a and vitamin d",True
"milk, canned, condensed, sweetened","milk, canned, condensed, sweetened",food_matches_1001_to_2000.txt,"milk, canned, condensed, sweetened",True
"butter oil, anhydrous","butter oil, anhydrous",food_matches_1001_to_2000.txt,"butter oil, anhydrous",True
"spices, celery seed","spices, celery seed",food_matches_1001_to_2000.txt,"spices, celery seed",True
"milk, buttermilk, fluid, cultured, lowfat","milk, buttermilk, fluid, cultured, lowfat",food_matches_1001_to_2000.txt,"milk, buttermilk, fluid, cultured, lowfat",True
"salt, table, iodized","salt, table, iodized",food_matches_1001_to_2000.txt,"salt, table, iodized",True
"cassava, raw","cassava, raw",food_matches_1001_to_2000.txt,"cassava, raw",True
"cookies, animal crackers (includes arrowroot, tea biscuits)","cookies, animal crackers (includes arrowroot, tea biscuits)",food_matches_1001_to_2000.txt,"cookies, animal crackers (includes arrowroot, tea biscuits)",True
"peas, green, raw","peas, green, raw",food_matches_1001_to_2000.txt,"peas, green, raw",True
"pancakes, whole wheat, dry mix, incomplete","pancakes, whole-wheat, dry mix, incomplete",food_matches_1001_to_2000.txt,"pancakes, whole-wheat, dry mix, incomplete",True
"pumpkin, raw","pumpkin, raw",food_matches_1001_to_2000.txt,"pumpkin, raw",True
"chard, swiss, raw","chard, swiss, raw",food_matches_1001_to_2000.txt,"chard, swiss, raw",True
"beverages, almond milk, unsweetened, shelf stable","beverages, almond milk, unsweetened, shelf stable",food_matches_1001_to_2000.txt,"beverages, almond milk, unsweetened, shelf stable",True
"rhubarb, raw","rhubarb, raw",food_matches_1001_to_2000.txt,"rhubarb, raw",True
"bread, multi-grain (includes whole-grain)","bread, multi-grain (includes whole-grain)",food_matches_1001_to_2000.txt,"bread, multi-grain (includes whole-grain)",True
"pomegranates, raw","pomegranates, raw",food_matches_1001_to_2000.txt,"pomegranates, raw",True
"carrot juice, canned","carrot juice, canned",food_matches_1001_to_2000.txt,"carrot juice, canned",True
"alfalfa seeds, sprouted, raw","alfalfa seeds, sprouted, raw",food_matches_1001_to_2000.txt,"alfalfa seeds, sprouted, raw",True
"lemon peel, raw","lemon peel, raw",food_matches_1001_to_2000.txt,"lemon peel, raw",True
"marmalade, orange","marmalade, orange",food_matches_1001_to_2000.txt,"marmalade, orange",True
potato flour,potato flour,food_matches_1001_to_2000.txt,potato flour,True
"kumquats, raw","kumquats, raw",food_matches_1001_to_2000.txt,"kumquats, raw",True
"beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2","beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2",food_matches_1001_to_2000.txt,"beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2",True
